token_estimate,char_count,word_count,message_count,role_counts,max_turn_chars,avg_turn_chars,pii_flag,url_flag,handle_flag,prompt_injection_flag,prompt_injection_patterns,ritual_marker_count,topic_drift_estimate,too_long_flag,llm_readability_score,pack_id,chapter_id,chapter_title,session_id,start_time_utc,end_time_utc
485,1942,286,7,"{'assistant': 3, 'user': 4}",1215,276,False,False,False,False,[],2,0.874,False,100,17a0bb267c21,68dba9e8-4728-832f-8c82-3fe1cff55b06,Продолжение работы,68dba9e8-4728-832f-8c82-3fe1cff55b06::S4,2025-10-01T03:31:33.776000Z,2025-10-01T03:46:33.338935Z
15575,62300,5970,18,"{'assistant': 12, 'user': 6}",14254,3460,False,False,True,False,[],15,0.817,False,80,c04c345dc1f7,68dc1d97-cef4-8329-acc8-f6ed67608ca5,Анализ и сборка проекта,68dc1d97-cef4-8329-acc8-f6ed67608ca5::S1,2025-09-30T18:12:40.049000Z,2025-09-30T18:50:34.050276Z
26731,106925,10423,19,"{'assistant': 17, 'user': 2}",36250,5626,True,False,False,False,[],21,0.866,False,65,61a600e4c6e3,68dc1d97-cef4-8329-acc8-f6ed67608ca5,Анализ и сборка проекта,68dc1d97-cef4-8329-acc8-f6ed67608ca5::S2,2025-10-01T03:25:54.527000Z,2025-10-01T03:38:05.391540Z
11207,44831,5900,37,"{'assistant': 19, 'user': 18}",14638,1210,True,False,False,False,[],102,0.833,False,75,05b1736b920b,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S1,2025-10-01T04:16:22.411000Z,2025-10-01T05:56:46.257280Z
2375,9503,1554,22,"{'assistant': 11, 'user': 11}",1116,431,False,False,False,False,[],34,0.893,False,90,a3d4276fce36,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S2,2025-10-01T07:38:29.187000Z,2025-10-01T08:08:33.389552Z
8440,33761,5581,34,"{'assistant': 18, 'user': 16}",3386,992,False,False,False,False,[],126,0.868,False,90,12bd1fc5bebb,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S3,2025-10-01T09:11:48.019000Z,2025-10-01T11:33:36.535887Z
6142,24568,2943,18,"{'assistant': 9, 'user': 9}",7627,1363,True,False,False,False,[],19,0.885,False,65,d3a3b34688e0,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S4,2025-10-02T03:15:08.825000Z,2025-10-02T04:59:46.961429Z
16836,67344,6431,20,"{'assistant': 10, 'user': 10}",26555,3366,True,False,False,False,[],89,0.882,False,65,570d1c112c68,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S5,2025-10-02T06:13:31.461000Z,2025-10-02T08:08:27.181661Z
4053,16212,1944,4,"{'assistant': 2, 'user': 2}",8334,4052,False,False,False,False,[],28,0.804,False,90,db9bc2ab714f,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S6,2025-10-02T09:19:44.424000Z,2025-10-02T09:29:36.922117Z
23813,95252,10814,10,"{'assistant': 5, 'user': 5}",48589,9524,True,False,False,False,[],147,0.796,False,75,1fd351836be9,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S7,2025-10-02T11:10:01.972000Z,2025-10-02T12:01:46.842432Z
862,3450,431,4,"{'assistant': 2, 'user': 2}",2043,861,False,False,False,False,[],6,0.894,False,100,75d5a3c4e00d,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S8,2025-10-02T14:29:09.173000Z,2025-10-02T14:42:17.248136Z
736,2945,377,4,"{'assistant': 2, 'user': 2}",2023,735,False,False,False,False,[],4,0.888,False,100,0eec542f5bdc,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S9,2025-10-02T15:46:23.082000Z,2025-10-02T16:01:38.002764Z
8476,33907,4242,15,"{'assistant': 7, 'user': 8}",7677,2259,True,True,False,False,[],41,0.761,False,65,be29ccffb825,68dcab16-40b8-832e-8ff7-b0e10cd3843d,Проект агента-симбиоза,68dcab16-40b8-832e-8ff7-b0e10cd3843d::S10,2025-10-02T17:14:51.790000Z,2025-10-02T19:50:30.609435Z
5495,21983,2603,10,"{'assistant': 5, 'user': 5}",13176,2197,False,False,False,False,[],0,0.872,False,90,ca4e3074ecca,68dcc22d-96f0-8333-a780-254ed4a414d1,Аудит проекта и RAG,68dcc22d-96f0-8333-a780-254ed4a414d1::S1,2025-10-01T05:54:53.454000Z,2025-10-01T06:03:27.150658Z
6018,24073,2227,6,"{'assistant': 4, 'user': 2}",11116,4011,False,False,False,False,[],1,1.0,False,90,e4862e106f38,68dcc48b-de10-8326-82b3-10f1edd4896f,Повтор аудита архива,68dcc48b-de10-8326-82b3-10f1edd4896f::S1,2025-10-01T06:05:00.293000Z,2025-10-01T06:17:40.143808Z
14250,57002,6048,14,"{'assistant': 10, 'user': 4}",11069,4070,True,False,False,False,[],136,0.894,False,65,69be4b0701bf,68dcc48b-de10-8326-82b3-10f1edd4896f,Повтор аудита архива,68dcc48b-de10-8326-82b3-10f1edd4896f::S2,2025-10-01T14:01:21.221000Z,2025-10-01T14:52:43.120456Z
1558,6234,682,8,"{'assistant': 4, 'user': 4}",2046,778,False,False,False,False,[],0,0.873,False,100,a3f4bda52d8b,68dcc969-596c-8325-bb9d-f434c4df7e54,Распаковка и индексация архивов,68dcc969-596c-8325-bb9d-f434c4df7e54::S1,2025-10-01T06:25:45.577000Z,2025-10-01T06:48:08.084434Z
1355,5420,602,3,"{'assistant': 1, 'user': 2}",5266,1806,False,False,False,False,[],0,0.997,False,100,0887f452702b,68dcc969-596c-8325-bb9d-f434c4df7e54,Распаковка и индексация архивов,68dcc969-596c-8325-bb9d-f434c4df7e54::S2,2025-10-01T13:57:50.112000Z,2025-10-01T14:14:15.724000Z
1495,5983,715,4,"{'assistant': 2, 'user': 2}",4568,1495,False,False,False,False,[],23,0.955,False,100,941e87407059,68dd42a1-e83c-832c-9429-762e37064159,Улучшение ИИ Семён Габран,68dd42a1-e83c-832c-9429-762e37064159::S1,2025-10-01T15:02:53.697000Z,2025-10-01T15:11:18.857761Z
7559,30239,3397,8,"{'assistant': 6, 'user': 2}",9053,3779,True,False,False,False,[],100,0.913,False,75,889b81541438,68dd4557-4884-8329-9a6f-9dceb7f81d90,Обзор досье Габрана,68dd4557-4884-8329-9a6f-9dceb7f81d90::S1,2025-10-01T15:14:27.572000Z,2025-10-01T16:04:59.616251Z
5075,20303,2380,5,"{'assistant': 3, 'user': 2}",8955,4059,True,False,True,False,[],40,0.927,False,65,2c59d1a22788,68dd5406-89c8-8330-87c1-7b75a42399ff,Сбор информации о Семёне Габране,68dd5406-89c8-8330-87c1-7b75a42399ff::S1,2025-10-01T16:17:08.287000Z,2025-10-01T16:29:50.729620Z
8845,35380,3925,9,"{'assistant': 6, 'user': 3}",10065,3930,True,False,False,False,[],121,0.78,False,75,2c49bc643cee,68dd57bd-d9d4-832c-a67d-7a32e6cec824,Обновление контекста анализа,68dd57bd-d9d4-832c-a67d-7a32e6cec824::S1,2025-10-01T16:32:59.977000Z,2025-10-01T17:32:19.183953Z
5416,21667,2423,6,"{'assistant': 4, 'user': 2}",11327,3610,True,False,False,False,[],51,0.923,False,75,6cd3e4d16fdd,68dd666c-949c-8321-9357-9a6d2196ccfc,Анализ Семёна Габрана,68dd666c-949c-8321-9357-9a6d2196ccfc::S1,2025-10-01T17:35:31.919000Z,2025-10-01T18:01:46.010090Z
5274,21097,2312,5,"{'assistant': 3, 'user': 2}",12459,4218,False,False,True,False,[],36,0.925,False,80,20fcc4890fe4,68dd6e49-861c-8324-afe4-6fabc1b9233c,Анализ Семёна Габрана,68dd6e49-861c-8324-afe4-6fabc1b9233c::S1,2025-10-01T18:09:11.025000Z,2025-10-01T18:19:10.060730Z
370,1483,220,3,"{'assistant': 2, 'user': 1}",1069,493,False,False,False,False,[],1,1.0,False,100,94734cd7f690,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,Прогон скрипта и отчёт,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S1,2025-10-01T18:11:06.837000Z,2025-10-01T18:12:17.573675Z
13165,52661,6099,42,"{'assistant': 21, 'user': 21}",5332,1252,False,False,False,False,[],86,0.895,False,90,62df60d2820e,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,Прогон скрипта и отчёт,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S2,2025-10-02T04:19:50.952000Z,2025-10-02T07:36:52.204996Z
6723,26894,3404,16,"{'assistant': 8, 'user': 8}",9735,1679,True,False,False,False,[],23,0.909,False,65,cbddb7b494fb,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,Прогон скрипта и отчёт,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S3,2025-10-02T14:49:13.518000Z,2025-10-02T15:41:40.278134Z
6027,24110,2887,8,"{'assistant': 4, 'user': 4}",11817,3012,True,False,False,False,[],18,0.942,False,75,37c1e913b524,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,Прогон скрипта и отчёт,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S4,2025-10-02T17:13:11.348000Z,2025-10-02T18:41:40.765113Z
36766,147066,19948,23,"{'assistant': 12, 'user': 11}",48279,6393,True,False,False,False,[],175,0.834,False,75,f69898760b7b,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,Прогон скрипта и отчёт,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S5,2025-10-03T03:56:41.502000Z,2025-10-03T07:23:54.110141Z
8259,33036,4536,3,"{'assistant': 1, 'user': 2}",30305,11011,True,False,False,False,[],62,0.997,False,75,de6e04a88587,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6,Прогон скрипта и отчёт,68dd6ec0-0d4c-832c-94fd-4e49ce3469d6::S6,2025-10-03T08:28:28.184000Z,2025-10-03T08:39:24.318000Z
1919,7679,981,4,"{'assistant': 2, 'user': 2}",3735,1919,False,False,False,False,[],11,0.893,False,100,c1af0f4afc54,68dd71ab-1528-832a-86b5-96f8970d5d87,Сбор информации о Габране,68dd71ab-1528-832a-86b5-96f8970d5d87::S1,2025-10-01T18:23:36.233000Z,2025-10-01T18:34:50.775373Z
6104,24418,2690,5,"{'assistant': 3, 'user': 2}",12096,4882,True,False,False,False,[],62,0.913,False,75,d6fadeff1cec,68dd7503-4340-832d-8195-423f07911b5f,Анализ личности Семёна Габрана,68dd7503-4340-832d-8195-423f07911b5f::S1,2025-10-01T18:37:53.014000Z,2025-10-01T18:46:45.371000Z
32071,128285,14559,58,"{'assistant': 34, 'user': 24}",11936,2210,True,False,True,False,[],141,0.894,False,55,d8446283a5ee,68dd78de-ff1c-8325-8565-2a50116e9ba6,Инверсия допущений AI,68dd78de-ff1c-8325-8565-2a50116e9ba6::S1,2025-10-01T18:54:20.199000Z,2025-10-01T20:57:37.731317Z
4627,18508,2166,7,"{'assistant': 4, 'user': 3}",9241,2643,True,False,True,False,[],32,0.877,False,65,059a0b631d0d,68dd78de-ff1c-8325-8565-2a50116e9ba6,Инверсия допущений AI,68dd78de-ff1c-8325-8565-2a50116e9ba6::S2,2025-10-02T02:47:40.318438Z,2025-10-02T02:55:57.174873Z
531,2126,324,4,"{'assistant': 2, 'user': 2}",1168,530,False,False,False,False,[],5,0.913,False,100,792338ab41c3,68de675d-e980-8331-adfa-702035d69468,Кто такой ИИ Семён,68de675d-e980-8331-adfa-702035d69468::S1,2025-10-02T11:51:55.126000Z,2025-10-02T12:02:27.567249Z
964,3856,604,7,"{'assistant': 3, 'user': 4}",1607,550,False,False,False,False,[],8,0.937,False,100,4cb4570a5256,68de675d-e980-8331-adfa-702035d69468,Кто такой ИИ Семён,68de675d-e980-8331-adfa-702035d69468::S2,2025-10-02T14:32:23.343000Z,2025-10-02T14:38:32.854000Z
144,576,96,2,"{'assistant': 1, 'user': 1}",550,287,False,False,False,False,[],2,1.0,False,100,c8a2e54e82c0,68de6776-b2e0-832f-86b0-0aca4a381e2f,Кто ты кто я,68de6776-b2e0-832f-86b0-0aca4a381e2f::S1,2025-10-02T11:52:23.715000Z,2025-10-02T11:52:25.722751Z
4894,19576,2055,15,"{'assistant': 12, 'user': 3}",5139,1304,False,False,False,False,[],2,0.838,False,100,3f02d102108d,68de9f23-6684-8329-9cf4-bf86be8aba60,Анализ контекста работы,68de9f23-6684-8329-9cf4-bf86be8aba60::S1,2025-10-02T15:49:52.545000Z,2025-10-02T16:02:20.574463Z
7005,28023,2813,11,"{'assistant': 8, 'user': 3}",5324,2546,False,False,False,False,[],3,0.815,False,100,98a5ec24a36c,68de9f23-6684-8329-9cf4-bf86be8aba60,Анализ контекста работы,68de9f23-6684-8329-9cf4-bf86be8aba60::S2,2025-10-02T17:21:28.313000Z,2025-10-02T18:48:22.120119Z
16367,65469,7678,11,"{'assistant': 5, 'user': 6}",22752,5950,True,True,True,False,[],97,0.878,False,45,2904d8015381,68decbdb-9e80-8326-af1d-00bce64daf4b,Сбор идей из диалогов,68decbdb-9e80-8326-af1d-00bce64daf4b::S1,2025-10-02T19:00:36.355000Z,2025-10-02T20:11:02.926734Z
5355,21423,2252,6,"{'assistant': 3, 'user': 3}",16902,3569,True,False,True,False,[],19,0.961,False,65,571ef75f00db,68decbdb-9e80-8326-af1d-00bce64daf4b,Сбор идей из диалогов,68decbdb-9e80-8326-af1d-00bce64daf4b::S2,2025-10-02T23:30:38.158000Z,2025-10-02T23:37:07.692252Z
2245,8981,1102,6,"{'assistant': 3, 'user': 3}",4337,1496,False,True,False,False,[],20,0.932,False,90,93bbec2f2d62,68decbdb-9e80-8326-af1d-00bce64daf4b,Сбор идей из диалогов,68decbdb-9e80-8326-af1d-00bce64daf4b::S3,2025-10-03T03:22:06.588000Z,2025-10-03T04:02:44.933738Z
1378,5515,770,6,"{'assistant': 3, 'user': 3}",2240,918,False,False,False,False,[],4,0.859,False,100,481a6583d788,68decbdb-9e80-8326-af1d-00bce64daf4b,Сбор идей из диалогов,68decbdb-9e80-8326-af1d-00bce64daf4b::S4,2025-10-03T16:06:39.126000Z,2025-10-03T16:19:48.271654Z
181,727,91,2,"{'assistant': 1, 'user': 1}",713,363,False,False,False,False,[],0,0.983,False,100,25a65133aea8,68decbdb-9e80-8326-af1d-00bce64daf4b,Сбор идей из диалогов,68decbdb-9e80-8326-af1d-00bce64daf4b::S5,2025-10-03T18:54:19.831000Z,2025-10-03T18:54:37.565063Z
15935,63742,8423,16,"{'assistant': 8, 'user': 8}",23308,3982,False,False,True,False,[],14,0.901,False,70,df9b6b42e1c6,68dede54-a438-832d-a83e-7aae1831b370,Продюсерский план Екатерины,68dede54-a438-832d-a83e-7aae1831b370::S1,2025-10-02T20:19:29.462000Z,2025-10-02T20:48:14.277492Z
44493,177974,18570,35,"{'assistant': 23, 'user': 12}",21569,5084,True,True,True,True,['\\bignore (all|any|previous) (instructions|rules)\\b'],53,0.764,False,45,16f6d3e37c8d,68dfce84-bc00-832b-9e48-0ae09e9e1134,Следующий шаг проекта,68dfce84-bc00-832b-9e48-0ae09e9e1134::S1,2025-10-03T13:24:35.093035Z,2025-10-03T16:18:40.471449Z
9810,39240,4148,9,"{'assistant': 6, 'user': 3}",8016,4359,True,True,True,False,[],4,0.483,False,55,0dd2c1f2f1b4,68dfce84-bc00-832b-9e48-0ae09e9e1134,Следующий шаг проекта,68dfce84-bc00-832b-9e48-0ae09e9e1134::S2,2025-10-03T18:53:53.418000Z,2025-10-03T19:28:17.718615Z
5973,23894,2519,6,"{'assistant': 5, 'user': 1}",5493,3981,True,False,True,False,[],1,0.417,False,75,4c50e021d5f0,68dfce84-bc00-832b-9e48-0ae09e9e1134,Следующий шаг проекта,68dfce84-bc00-832b-9e48-0ae09e9e1134::S3,2025-10-04T03:36:38.262000Z,2025-10-04T03:39:46.501296Z
26912,107650,11885,30,"{'assistant': 20, 'user': 10}",11132,3587,True,True,False,False,[],65,0.797,False,65,f1bbb4b83072,68dfdd0f-6854-832e-b5be-ea10a8c89439,Глубокий анализ действий,68dfdd0f-6854-832e-b5be-ea10a8c89439::S1,2025-10-03T14:26:21.377000Z,2025-10-03T16:21:13.796119Z
8792,35169,3899,16,"{'assistant': 11, 'user': 5}",6299,2197,True,False,False,False,[],5,0.762,False,75,643c0fc5982c,68dfebbd-3120-8326-958f-066c9e61774a,Разделение файла на 23,68dfebbd-3120-8326-958f-066c9e61774a::S1,2025-10-03T15:28:55.130000Z,2025-10-03T16:02:21.675979Z
2747,10989,1022,4,"{'assistant': 3, 'user': 1}",4651,2746,False,False,False,False,[],2,0.627,False,100,1fdc2e0229d4,68dfebbd-3120-8326-958f-066c9e61774a,Разделение файла на 23,68dfebbd-3120-8326-958f-066c9e61774a::S2,2025-10-03T19:04:55.666000Z,2025-10-03T19:07:13.973699Z
9696,38787,4501,15,"{'assistant': 8, 'user': 7}",8790,2584,False,False,False,False,[],15,0.851,False,80,7414a5a58c10,68e011dc-53bc-832b-aeee-dc966b58482b,Сжатие и обновление сборки,68e011dc-53bc-832b-aeee-dc966b58482b::S1,2025-10-03T18:15:57.947411Z,2025-10-03T19:45:36.202135Z
18270,73083,7248,27,"{'assistant': 22, 'user': 5}",8236,2705,True,False,False,False,[],7,0.738,False,75,86e3ec571afa,68e01f4d-84b4-8333-b6b0-482856594687,Перенос в Markdown файл,68e01f4d-84b4-8333-b6b0-482856594687::S1,2025-10-03T19:08:59.788000Z,2025-10-03T19:53:38.736583Z
1848,7395,789,4,{'assistant': 4},2348,1848,True,False,False,False,[],1,0.882,False,85,a0fb5337b09f,68e01f4d-84b4-8333-b6b0-482856594687,Перенос в Markdown файл,68e01f4d-84b4-8333-b6b0-482856594687::S2,2025-10-04T03:42:03.790726Z,2025-10-04T03:42:54.851126Z
2994,11979,1408,3,"{'assistant': 2, 'user': 1}",6080,3992,False,False,False,False,[],3,0.957,False,90,a1ded95b9adc,68e0235b-dd2c-8325-b7da-83716dbe37a3,План презентации ИИ-продукта,68e0235b-dd2c-8325-b7da-83716dbe37a3::S1,2025-10-03T19:29:54.611166Z,2025-10-03T19:57:37.507943Z
32949,131796,16803,60,"{'assistant': 30, 'user': 30}",26097,2195,True,False,False,False,[],152,0.876,False,65,f373afddc375,68e099f6-c164-832d-9e21-6f6f3e0ec445,Анализ сборки Искры,68e099f6-c164-832d-9e21-6f6f3e0ec445::S1,2025-10-04T03:52:18.605000Z,2025-10-04T06:26:24.425024Z
8804,35217,4268,10,"{'assistant': 5, 'user': 5}",10843,3520,False,False,False,False,[],3,0.898,False,90,b2d791e05bbe,68e0b2be-26bc-8327-a720-e35e17babbd9,Работа с архивами,68e0b2be-26bc-8327-a720-e35e17babbd9::S1,2025-10-04T05:38:00.579000Z,2025-10-04T05:51:30.606576Z
65508,262035,27635,24,"{'assistant': 12, 'user': 12}",27738,10917,True,True,True,False,[],5,0.765,True,25,7fa3554b3346,68e0bd2d-06c0-8326-af22-bd417430cad7,Судья для анализа ответов,68e0bd2d-06c0-8326-af22-bd417430cad7::S1,2025-10-04T06:22:33.693000Z,2025-10-04T07:29:21.205576Z
16585,66340,7445,8,"{'assistant': 4, 'user': 4}",15023,8291,True,True,False,False,[],24,0.849,False,65,fda68f00bb5f,68e0bf24-cc18-832b-8d0a-f14b1c62ef18,Правовой анализ запросов,68e0bf24-cc18-832b-8d0a-f14b1c62ef18::S1,2025-10-04T06:30:57.650000Z,2025-10-04T07:09:50.503614Z
7657,30629,3477,2,"{'assistant': 1, 'user': 1}",15668,15314,True,True,True,False,[],0,0.866,False,55,23669fb8657e,68e0cb8f-1510-8333-a73c-11ddc2f0ecec,Задачи на проверку фактов,68e0cb8f-1510-8333-a73c-11ddc2f0ecec::S1,2025-10-04T07:23:56.728000Z,2025-10-04T07:25:35.930737Z
19025,76102,9237,10,"{'assistant': 6, 'user': 4}",42538,7609,True,True,False,True,"['\\b(system|developer)\\s*[:\\-]\\s*', '\\bact as\\b']",4,0.934,False,45,adfe69767e65,68e0cd68-69bc-832c-ad72-a7432924e124,Задача оценки ответов,68e0cd68-69bc-832c-ad72-a7432924e124::S1,2025-10-04T07:31:50.012000Z,2025-10-04T08:04:57.476349Z
8028,32112,3722,4,"{'assistant': 2, 'user': 2}",23418,8027,True,True,False,False,[],6,0.947,False,65,50510b495522,68e0cd68-69bc-832c-ad72-a7432924e124,Задача оценки ответов,68e0cd68-69bc-832c-ad72-a7432924e124::S2,2025-10-04T09:10:15.235000Z,2025-10-04T09:15:13.168697Z
10979,43917,4243,8,"{'assistant': 5, 'user': 3}",24536,5488,True,True,False,False,[],7,0.872,False,65,e47b7e85e979,68e0cd68-69bc-832c-ad72-a7432924e124,Задача оценки ответов,68e0cd68-69bc-832c-ad72-a7432924e124::S3,2025-10-04T10:47:26.187000Z,2025-10-04T10:54:55.586047Z
9384,37539,4077,4,"{'assistant': 3, 'user': 1}",16637,9384,False,False,False,False,[],34,0.275,False,90,a0ea3036459c,68e0d0ff-3cd0-8329-8b61-cb254d6d1e65,Проект SemenOperator,68e0d0ff-3cd0-8329-8b61-cb254d6d1e65::S1,2025-10-04T07:47:03.599000Z,2025-10-04T07:50:57.699503Z
31022,124090,13576,30,"{'assistant': 20, 'user': 10}",15164,4135,True,False,True,False,[],55,0.733,False,65,723b3a08e3ee,68e0d0ff-3cd0-8329-8b61-cb254d6d1e65,Проект SemenOperator,68e0d0ff-3cd0-8329-8b61-cb254d6d1e65::S2,2025-10-04T10:51:38.341000Z,2025-10-04T12:14:41.534133Z
2070,8281,1006,5,"{'assistant': 3, 'user': 2}",5112,1655,False,False,False,False,[],4,0.898,False,100,bec117fa33e1,68e0d301-255c-8329-a0eb-74fc6a12c7d8,Проверка и анализ данных,68e0d301-255c-8329-a0eb-74fc6a12c7d8::S1,2025-10-04T07:58:31.768432Z,2025-10-04T08:07:06.596170Z
29840,119363,11647,4,"{'assistant': 2, 'user': 2}",113076,29840,True,True,False,True,['\\byou are (chatgpt|an ai|a language model)\\b'],5,0.95,False,55,af86490c11f6,68e0d301-255c-8329-a0eb-74fc6a12c7d8,Проверка и анализ данных,68e0d301-255c-8329-a0eb-74fc6a12c7d8::S2,2025-10-04T09:12:01.684000Z,2025-10-04T09:21:38.319429Z
8436,33746,4290,13,"{'assistant': 6, 'user': 7}",9960,2594,True,False,False,True,['\\b(system|developer)\\s*[:\\-]\\s*'],19,0.865,False,55,292d80cfbe20,68e0fed1-96f0-8331-a98c-d57c91b68ced,Исследование тестирования ИИ,68e0fed1-96f0-8331-a98c-d57c91b68ced::S1,2025-10-04T11:02:38.492000Z,2025-10-04T11:58:30.035594Z
12852,51410,5831,2,"{'assistant': 1, 'user': 1}",39546,25704,True,True,False,True,['\\bdo anything now\\b|\\bDAN\\b'],0,0.854,False,55,5c9adbd805ba,68e1026d-e8dc-832a-b31e-b702bc7343c4,Оценивание ответов модели,68e1026d-e8dc-832a-b31e-b702bc7343c4::S1,2025-10-04T11:18:02.741000Z,2025-10-04T11:18:22.817025Z
3793,15172,1542,3,"{'assistant': 2, 'user': 1}",7890,5056,False,False,False,False,[],5,0.994,False,90,006358da70c0,68e11017-9604-832c-950d-d730c8ae914e,Анализ упущений проекта,68e11017-9604-832c-950d-d730c8ae914e::S1,2025-10-04T12:16:21.553000Z,2025-10-04T12:24:06.095312Z
12150,48600,6974,49,"{'assistant': 28, 'user': 21}",6877,990,True,False,False,False,[],116,0.867,False,65,6dbc35bc48dc,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S1,2025-10-04T13:40:49.155000Z,2025-10-04T14:51:47.604991Z
7551,30205,3417,13,"{'assistant': 7, 'user': 6}",15676,2322,True,False,False,False,[],31,0.952,False,65,de53a8c19e84,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S2,2025-10-04T17:08:24.179000Z,2025-10-04T18:00:47.692121Z
4870,19483,2107,6,"{'assistant': 3, 'user': 3}",10830,3246,True,True,False,False,[],9,0.937,False,65,bf5282662aff,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S3,2025-10-04T21:20:10.021000Z,2025-10-04T21:39:49.292046Z
9573,38293,5248,19,"{'assistant': 12, 'user': 7}",10544,2014,True,False,False,False,[],132,0.805,False,75,55f74f461113,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S4,2025-10-05T05:56:37.093000Z,2025-10-05T06:27:33.211411Z
5560,22242,2356,4,"{'assistant': 2, 'user': 2}",9439,5559,True,True,False,False,[],54,0.872,False,65,aba2066cad9e,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S5,2025-10-05T08:04:16.812000Z,2025-10-05T08:46:26.129269Z
4510,18042,1612,4,"{'assistant': 2, 'user': 2}",11422,4509,True,False,False,False,[],38,0.842,False,75,fa7fd01579fc,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S6,2025-10-05T10:03:45.696000Z,2025-10-05T10:58:19.799248Z
3463,13854,1240,4,"{'assistant': 2, 'user': 2}",10816,3462,True,False,False,False,[],32,0.845,False,75,48d767335b87,68e123e4-1a80-8327-9c4d-f3598dfe68f2,Мини-ритуал фокуса,68e123e4-1a80-8327-9c4d-f3598dfe68f2::S7,2025-10-05T12:49:29.153000Z,2025-10-05T13:10:58.930326Z
392,1570,119,4,"{'assistant': 2, 'user': 2}",1350,391,False,False,False,False,[],0,0.938,False,100,99b444091232,68e14189-473c-8332-84eb-7b27edb7504e,Выгрузка файлов проекта,68e14189-473c-8332-84eb-7b27edb7504e::S1,2025-10-04T15:47:17.084000Z,2025-10-04T15:50:33.639248Z
29676,118705,14542,2,"{'assistant': 1, 'user': 1}",118488,59352,True,False,True,False,[],52,0.997,False,65,3a7129a3e883,68e14189-473c-8332-84eb-7b27edb7504e,Выгрузка файлов проекта,68e14189-473c-8332-84eb-7b27edb7504e::S2,2025-10-06T15:57:31.950000Z,2025-10-06T16:00:25.205335Z
1764,7058,985,7,"{'assistant': 3, 'user': 4}",3475,1007,False,False,False,False,[],11,0.872,False,100,180cb711b86d,68e14189-473c-8332-84eb-7b27edb7504e,Выгрузка файлов проекта,68e14189-473c-8332-84eb-7b27edb7504e::S3,2025-10-06T17:17:03.289000Z,2025-10-06T18:53:21.860586Z
8181,32724,3664,13,"{'assistant': 8, 'user': 5}",12783,2516,False,False,False,False,[],27,0.912,False,80,09bd3da83033,68e14189-473c-8332-84eb-7b27edb7504e,Выгрузка файлов проекта,68e14189-473c-8332-84eb-7b27edb7504e::S4,2025-10-07T03:43:41.116000Z,2025-10-07T04:00:01.854615Z
